Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.84,10800,0.044605150134026626,0.923449121538011,0.724,0.2749277082061267,0.0005299478116611578,0.1374638541030634,0.0002649739058305789,0.692,0.3714495335918666,0.06938476050728437,0.1857247667959333,0.034692380253642185,0.692,0.3714495335918666,0.06938476050728437,0.1857247667959333,0.034692380253642185,"Any[Any[(1, :credit_history, ""Any[1, 2]""), (2, :purpose, ""Any[2, 3, 6, 9]""), (3, :guatan, ""Any[1, 3]"")], Any[(1, 1.0), (2, 0.0), (3, 1.0), (4, 0.0)]]",
