Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.5,10800,0.1320338443835213,0.8712074528786431,0.736,0.3470403086607778,6.768876704905946e-5,0.17352015433038892,3.3844383524495036e-5,0.724,0.1372879451746994,0.0912257049769689,0.06864397258734967,0.04561285248848446,0.724,0.1372879451746994,0.0912257049769689,0.06864397258734967,0.04561285248848446,"Any[Any[(1, :guatan, ""Any[2, 3]""), (2, :present_employmment, ""Any[1, 4, 5]""), (3, :credit_history, ""Any[1, 2]""), (4, :Housing, ""Any[2, 3]""), (5, :property, ""Any[3, 4]""), (6, :property, ""Any[1, 3]""), (7, :foreign_worker, ""Any[1]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 1.0)]]",
