Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_5.csv,compas_test_5.csv,0,4629,3,0.08,10800,0.4024243375513429,1.0,0.5802549146683948,0.6351325494276616,0.2032357380936142,0.1671280276816609,0.08102693548902451,0.5819831497083603,0.6174482569699942,0.2516656939109026,0.16784591194968557,0.07590408805031446,0.593648736228127,0.6413296826496888,0.3199911823799194,0.17042349726775963,0.10302193529244263,"Any[Any[(1, :sex, ""Any[]""), (2, :sex, ""Any[]""), (3, :age_cat, 1.0000000000000213), (4, :sex, ""Any[]""), (5, :age_cat, 1.0), (6, :sex, ""Any[1]""), (7, :c_charge_degree, ""Any[]"")], Any[(1, -0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, -0.0)]]",
