Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.22,10800,0.17611314343820506,1.0,0.7748148148148148,0.38817714806054604,0.002130449971651252,0.19408857403027302,0.001065224985825633,0.777615700835433,0.4003642966787216,0.041948040380762205,0.20018214833936082,0.020974020190381124,0.78,0.3847409384288505,0.001695196751636513,0.19237046921442524,0.0008475983758182426,"Any[Any[(1, :capital, 1.9999999999999947), (2, :fnlwgt, 4.0000000000000195), (3, :relationship, ""Any[3, 6]""), (4, :capital, 3.0000000000000187), (5, :capital, 2.999999999999884), (6, :capital, 3.0000000000000178), (7, :education, ""Any[3, 4, 6]"")], Any[(1, -0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
