Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,2,0.58,10800,0.1145072780267475,0.9038654518186814,0.728,0.2749277082061267,0.00046082418405316017,0.1374638541030634,0.0002304120920265662,0.692,0.3714495335918666,0.17461482024944974,0.1857247667959333,0.08730741012472487,0.692,0.3714495335918666,0.17461482024944974,0.1857247667959333,0.08730741012472487,"Any[Any[(1, :chek_acc, ""Any[2, 3, 4]""), (2, :credit_history, ""Any[2, 3, 4, 5]""), (3, :purpose, ""Any[2, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
