Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.62,10800,0.0850337352102489,0.7188104501428813,0.78,0.3852405648728138,0.0023124761455737414,0.19262028243640694,0.0011562380727868776,0.7654157273571145,0.4003642966787216,0.0619147080370748,0.20018214833936082,0.030957354018537414,0.7877777777777778,0.3829729911766687,0.014346332592442904,0.19148649558833436,0.007173166296221459,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[4, 5, 6, 7, 12, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
