Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.56,10800,0.11442540143336792,0.8917374025802136,0.74,0.28925882246212464,4.53597024403507e-5,0.14462941123106232,2.267985122017535e-5,0.72,0.32965578111209176,0.12577228596646073,0.16482789055604585,0.06288614298323036,0.72,0.32965578111209176,0.12577228596646073,0.16482789055604585,0.06288614298323036,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :installment, ""Any[2, 3]""), (4, :month_duration, 0.0), (5, :month_duration, 2.0), (6, :property, ""Any[2, 3, 4]""), (7, :purpose, ""Any[2, 5, 6, 7, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
