Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.58,10800,0.10453759128185301,1.0,0.7551851851851852,0.37957532861476234,0.002957532861476292,0.1897876643073812,0.0014787664307381043,0.738894045882509,0.4003642966787216,0.04219807307919768,0.20018214833936082,0.021099036539598798,0.7419354838709677,0.38167216144377636,0.07328397540469311,0.19083608072188818,0.03664198770234661,"Any[Any[(1, :relationship, ""Any[]""), (2, :workclass, ""Any[2, 3]""), (3, :workclass, ""Any[1, 2]""), (4, :native_country, ""Any[]""), (5, :race, ""Any[1, 3, 4]""), (6, :native_country, ""Any[1]""), (7, :occupation, ""Any[2, 4, 10, 11]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
