Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.62,10800,0.09460588235291664,0.7456113080063179,0.7514814814814815,0.3958333333333333,0.00027233115468413074,0.19791666666666669,0.0001361655773420463,0.7552048799893913,0.4003642966787216,0.020547295578609764,0.20018214833936082,0.010273647789304924,0.7533333333333333,0.39460784313725483,0.009395424836601291,0.19730392156862744,0.004697712418300654,"Any[Any[(1, :occupation, ""Any[1, 4, 6, 12, 13]""), (2, :capital, 1.0), (3, :relationship, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, -0.0)]]",
