Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.66,10800,0.08643747545562538,0.8969043993744327,0.7466666666666667,0.2749277082061267,0.00046082418405316017,0.1374638541030634,0.0002304120920265662,0.72,0.3714495335918666,0.012158054711246147,0.1857247667959333,0.006079027355623046,0.72,0.3714495335918666,0.012158054711246147,0.1857247667959333,0.006079027355623046,"Any[Any[(1, :guatan, ""Any[2, 3]""), (2, :credit_history, ""Any[1, 3]""), (3, :purpose, ""Any[5, 6, 7, 9]""), (4, :property, ""Any[1, 2]""), (5, :purpose, ""Any[2, 3, 4, 5, 7]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
