Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.32,10800,0.18164136389046326,0.9083240465835525,0.7333333333333333,0.25508800880088006,0.0009625962596259974,0.12754400440044,0.00048129812981301257,0.712,0.43265132139812446,0.022165387894288083,0.21632566069906223,0.011082693947144007,0.712,0.43265132139812446,0.022165387894288083,0.21632566069906223,0.011082693947144007,"Any[Any[(1, :purpose, ""Any[6, 7, 9, 10]""), (2, :Housing, ""Any[1, 3]""), (3, :credit_history, ""Any[1, 2, 4]""), (4, :property, ""Any[1, 2]""), (5, :present_resident, -1.0), (6, :chek_acc, ""Any[1]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
