Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.38,10800,0.15396902090208586,0.9013903043945188,0.752,0.25508800880088006,0.0005500550055005937,0.12754400440044,0.0002750275027503246,0.7,0.43265132139812446,0.11125319693094626,0.21632566069906223,0.05562659846547313,0.7,0.43265132139812446,0.11125319693094626,0.21632566069906223,0.05562659846547313,"Any[Any[(1, :purpose, ""Any[1, 5, 7, 8, 10]""), (2, :chek_acc, ""Any[1]""), (3, :job, ""Any[2, 3]""), (4, :credit_history, ""Any[1, 2, 3, 4]""), (5, :credit_history, ""Any[2, 3, 4, 5]""), (6, :Housing, ""Any[3]""), (7, :p_status, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
