Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_4.csv,compas_test_4.csv,0,4629,3,0.0,10800,0.3244761287535115,1.0,0.6755238712464895,0.6351325494276616,0.9727924404177388,0.1671280276816609,0.2720711814137419,0.6843810758263124,0.6174482569699942,1.1357133504634631,0.16784591194968557,0.28830782944584754,0.6817887232663642,0.6413296826496888,0.8231688522291615,0.17042349726775963,0.22064155107187894,"Any[Any[(1, :age_cat, 2.000000000000018), (2, :age_cat, 1.0), (3, :priors_count, 2.999999999999984), (4, :priors_count, 1.0000000000000226), (5, :priors_count, 2.0), (6, :length_of_stay, 0.0), (7, :length_of_stay, 2.0)], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
