Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.04,10800,0.25239284935864853,0.9449999776867466,0.7373333333333333,0.3470403086607778,0.0058212339662232215,0.17352015433038892,0.002910616983111569,0.736,0.1372879451746994,0.14807325019660714,0.06864397258734967,0.07403662509830355,0.736,0.1372879451746994,0.14807325019660714,0.06864397258734967,0.07403662509830355,"Any[Any[(1, :purpose, ""Any[5, 6, 7, 8]""), (2, :saving_amo, ""Any[1, 2]""), (3, :credit_history, ""Any[1, 2]""), (4, :chek_acc, ""Any[1]""), (5, :guatan, ""Any[1, 3]""), (6, :purpose, ""Any[2, 7, 9]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
