Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.84,10800,0.0418667146712607,0.892403211066785,0.74,0.28925882246212464,0.0003175179170824549,0.14462941123106232,0.00015875895854122746,0.708,0.32965578111209176,0.019858781994704394,0.16482789055604585,0.009929390997352239,0.708,0.32965578111209176,0.019858781994704394,0.16482789055604585,0.009929390997352239,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :Housing, ""Any[2]""), (3, :Housing, ""Any[1, 3]""), (4, :no_people, -2.0), (5, :purpose, ""Any[6, 7, 9]""), (6, :guatan, ""Any[2]""), (7, :purpose, ""Any[2, 4, 5, 6, 9, 10]"")], Any[(1, 0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, 0.0)]]",
