Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.48,10800,0.13278976119826164,1.0,0.7448148148148148,0.38817714806054604,0.00019471854579604288,0.19408857403027302,9.735927289804183e-5,0.7505635857313354,0.4003642966787216,0.0012753593417623513,0.20018214833936082,0.0006376796708812208,0.7444444444444445,0.3847409384288505,0.003825646723287772,0.19237046921442524,0.0019128233616438827,"Any[Any[(1, :relationship, ""Any[3]""), (2, :race, ""Any[5]""), (3, :race, ""Any[1, 4]""), (4, :capital, 1.0), (5, :race, ""Any[1, 2, 3]""), (6, :native_country, ""Any[1]""), (7, :occupation, ""Any[5, 12]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
