Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.68,10800,0.07597407407380749,0.7332423341286385,0.7651851851851852,0.3958333333333333,0.001225490196078427,0.19791666666666669,0.0006127450980392135,0.7619679087654158,0.4003642966787216,0.013294100560326844,0.20018214833936082,0.006647050280163408,0.76,0.39460784313725483,0.005310457516339857,0.19730392156862744,0.002655228758169932,"Any[Any[(1, :education, ""Any[5]""), (2, :workclass, ""Any[1, 2, 4]""), (3, :workclass, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
