Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.44,10800,0.15821223322331812,0.9133219279334798,0.7186666666666667,0.25508800880088006,0.00151265126512648,0.12754400440044,0.0007563256325632262,0.688,0.43265132139812446,0.04731457800511503,0.21632566069906223,0.02365728900255748,0.688,0.43265132139812446,0.04731457800511503,0.21632566069906223,0.02365728900255748,"Any[Any[(1, :purpose, ""Any[6]""), (2, :present_employmment, ""Any[1]""), (3, :chek_acc, ""Any[1]""), (4, :purpose, ""Any[]""), (5, :present_resident, 0.0), (6, :purpose, ""Any[1, 6, 7, 8]""), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, 0.0)]]",
