Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.22,10800,0.18232043285960997,1.0,0.794074074074074,0.3852405648728138,0.09862823016995573,0.19262028243640694,0.04931411508497788,0.7754939663174645,0.4003642966787216,0.10789183758787455,0.20018214833936082,0.05394591879393727,0.8011111111111111,0.3829729911766687,0.13100289620798813,0.19148649558833436,0.06550144810399407,"Any[Any[(1, :marital_status, ""Any[1, 3]""), (2, :capital, 2.0), (3, :capital, 1.9999999999999956)], Any[(1, -0.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
