Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.98,10800,0.004778021196115636,1.0,0.7648148148148148,0.37957532861476234,7.583417593527708e-5,0.1897876643073812,3.791708796764548e-5,0.7532157538787959,0.4003642966787216,0.042677596636915754,0.20018214833936082,0.02133879831845789,0.760845383759733,0.38167216144377636,0.025211330268426507,0.19083608072188818,0.012605665134213268,"Any[Any[(1, :relationship, ""Any[4, 5]""), (2, :race, ""Any[4]""), (3, :workclass, ""Any[1]""), (4, :native_country, ""Any[2]""), (5, :occupation, ""Any[2, 9]""), (6, :education, ""Any[2, 3, 6]""), (7, :occupation, ""Any[10]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0), (5, 0.0), (6, 0.0), (7, 1.0), (8, 0.0)]]",
