Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.1,10800,0.20646934596119845,0.7948139497372751,0.7807407407407407,0.42364629598105813,0.09136012627864862,0.2118231479905291,0.04568006313932435,0.7807983026123856,0.4003642966787216,0.0682639016495257,0.20018214833936082,0.03413195082476286,0.7733333333333333,0.42304176235813507,0.10927779883609445,0.21152088117906753,0.054638899418047226,"Any[Any[(1, :age_group, 1.0), (2, :relationship, ""Any[6]""), (3, :education, ""Any[1, 3, 4, 6]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0)]]",
