Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.18,10800,0.19469254886047194,0.7042687556276223,0.7648148148148148,0.42364629598105813,0.010226094492332,0.2118231479905291,0.005113047246165986,0.7670070282455907,0.4003642966787216,0.014863144008723884,0.20018214833936082,0.007431572004361932,0.7633333333333333,0.42304176235813507,0.02238622934736558,0.21152088117906753,0.011193114673682801,"Any[Any[(1, :capital, 2.0000000000000346), (2, :occupation, ""Any[9]""), (3, :occupation, ""Any[1, 2, 4, 10, 12]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, 0.0)]]",
