Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.12,10800,0.18858028655670217,1.0,0.7881481481481482,0.37957532861476234,0.01792214357937308,0.1897876643073812,0.008961071789686553,0.7850417716483225,0.4003642966787216,0.0477790340039656,0.20018214833936082,0.023889517001982767,0.7842046718576196,0.38167216144377636,0.061967396388277245,0.19083608072188818,0.030983698194138647,"Any[Any[(1, :capital, 2.0000000000000115), (2, :education, ""Any[2, 5]""), (3, :race, ""Any[2, 4]""), (4, :capital, 1.0000000000000133), (5, :age_group, 0.9999999999999787), (6, :age_group, 1.0), (7, :occupation, ""Any[1, 2, 4, 10, 12, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, 0.0)]]",
