Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.4,10800,0.1376593774478974,0.7339952789323201,0.7714814814814814,0.38817714806054604,0.0013706658419763429,0.19408857403027302,0.0006853329209881853,0.7769526587985678,0.4003642966787216,0.06288627283574469,0.20018214833936082,0.031443136417872365,0.7755555555555556,0.3847409384288505,0.010514801472988534,0.19237046921442524,0.005257400736494257,"Any[Any[(1, :education, ""Any[1, 2, 5, 6]""), (2, :capital, 2.0000000000000204), (3, :occupation, ""Any[9]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
