Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.1,10800,0.22599515742096604,0.9024775388468028,0.7506666666666667,0.25508800880088006,0.01595159515951594,0.12754400440044,0.00797579757975797,0.728,0.43265132139812446,0.18840579710144936,0.21632566069906223,0.09420289855072472,0.728,0.43265132139812446,0.18840579710144936,0.21632566069906223,0.09420289855072472,"Any[Any[(1, :purpose, ""Any[3, 4, 6, 8, 10]""), (2, :credit_history, ""Any[1, 2, 4]""), (3, :chek_acc, ""Any[1]""), (4, :saving_amo, ""Any[2, 3, 4, 5]""), (5, :guatan, ""Any[1, 3]""), (6, :credit_history, ""Any[1, 2, 3, 4]""), (7, :purpose, ""Any[1, 2, 5, 6, 7, 8, 9]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
