Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.06,10800,0.2018791938997791,1.0,0.794074074074074,0.3958333333333333,0.13848039215686272,0.19791666666666669,0.06924019607843138,0.7843787296114574,0.4003642966787216,0.10069208344801198,0.20018214833936082,0.05034604172400595,0.7866666666666666,0.39460784313725483,0.13398692810457516,0.19730392156862744,0.0669934640522876,"Any[Any[(1, :hours_per_week, 2.0), (2, :capital, 2.0), (3, :education, ""Any[1, 3, 4, 6]""), (4, :fnlwgt, 3.000000000000031), (5, :marital_status, ""Any[1, 2, 4]""), (6, :relationship, ""Any[6]""), (7, :native_country, ""Any[2]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, 0.0)]]",
