Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.06,10800,0.20320779687675497,1.0,0.7877777777777778,0.37957532861476234,0.061981799797775475,0.1897876643073812,0.030990899898887772,0.7941917517570614,0.4003642966787216,0.06248362069173034,0.20018214833936082,0.031241810345865192,0.7908787541713015,0.38167216144377636,0.11787722880708199,0.19083608072188818,0.058938614403541006,"Any[Any[(1, :capital, 2.0), (2, :education, ""Any[5]""), (3, :occupation, ""Any[3, 5, 6, 7, 8, 9, 11]"")], Any[(1, 1.0), (2, -0.0), (3, 0.0), (4, 1.0)]]",
