Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.56,10800,0.1051180440565298,1.0,0.7611111111111111,0.42364629598105813,1.2380259675912053e-5,0.2118231479905291,6.190129837976843e-6,0.7658135525792336,0.4003642966787216,0.015907247176901312,0.20018214833936082,0.00795362358845067,0.7588888888888888,0.42304176235813507,0.008829628308323526,0.21152088117906753,0.004414814154161742,"Any[Any[(1, :capital, 1.999999999999993), (2, :occupation, ""Any[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14]""), (3, :occupation, ""Any[1, 2, 4, 5, 8, 10, 12, 13]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
