Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.62,10800,0.09978475793038381,0.8927820253443585,0.7386666666666667,0.28925882246212464,0.0007711149414859689,0.14462941123106232,0.00038555747074298097,0.7,0.32965578111209176,0.145631067961165,0.16482789055604585,0.07281553398058249,0.7,0.32965578111209176,0.145631067961165,0.16482789055604585,0.07281553398058249,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[1, 3, 4, 5]""), (3, :purpose, ""Any[1, 2, 3, 5, 6, 7, 9]""), (4, :present_employmment, ""Any[]""), (5, :purpose, ""Any[7, 10]""), (6, :job, ""Any[3, 4]""), (7, :Housing, ""Any[1, 3]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
