Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,2,0.7,10800,0.067552438146855,1.0,0.7781481481481481,0.38817714806054604,0.001424117991802698,0.19408857403027302,0.0007120589959013768,0.7693939795783052,0.4003642966787216,0.026704711864597247,0.20018214833936082,0.013352355932298582,0.7833333333333333,0.3847409384288505,0.00024053467421869534,0.19237046921442524,0.00012026733710934767,"Any[Any[(1, :relationship, ""Any[2, 4, 5, 6]""), (2, :marital_status, ""Any[2, 5]""), (3, :education, ""Any[1, 2, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
