Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.16,10800,0.18670810021345768,1.0,0.7837037037037037,0.37957532861476234,0.03137007077856423,0.1897876643073812,0.015685035389282106,0.7746983158732264,0.4003642966787216,0.08671384335403294,0.20018214833936082,0.043356921677016505,0.7830923248053393,0.38167216144377636,0.07080847374485222,0.19083608072188818,0.03540423687242611,"Any[Any[(1, :hours_per_week, 2.9999999999999956), (2, :capital, 2.0), (3, :hours_per_week, 0.0), (4, :capital, 1.000000000000024), (5, :occupation, ""Any[2, 3, 5, 6, 7, 8, 9, 11]""), (6, :fnlwgt, 3.0), (7, :occupation, ""Any[3, 4, 5, 6, 7, 8, 11, 13, 14]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
