Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.64,10800,0.08298240647115078,0.737747797804039,0.7711111111111111,0.37957532861476234,0.0009100101112234221,0.1897876643073812,0.0004550050556117319,0.7810635194271317,0.4003642966787216,0.009549226992939572,0.20018214833936082,0.004774613496469779,0.7708565072302559,0.38167216144377636,0.020933389612019362,0.19083608072188818,0.01046669480600966,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[3, 5, 6, 10, 14]""), (3, :education, ""Any[5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
