Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,compas_train_1.csv,compas_test_1.csv,0,4629,3,0.0,10800,0.32836465759343375,1.0,0.6716353424065673,0.6351325494276616,1.017652737612365,0.1671280276816609,0.2682402372713792,0.6662346079066753,0.6174482569699942,1.1372845460549288,0.16784591194968557,0.32087264150943395,0.6766040181464679,0.6413296826496888,1.0040688531016821,0.17042349726775963,0.28182797393862974,"Any[Any[(1, :sex, ""Any[2]""), (2, :age_cat, 0.9999999999999942), (3, :length_of_stay, 1.0000000000000235), (4, :priors_count, 1.0000000000000062), (5, :priors_count, 2.0000000000000275), (6, :sex, ""Any[]""), (7, :priors_count, 2.0)], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 1.0), (5, 0.0), (6, 0.0), (7, 0.0), (8, 1.0)]]",
