Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_5.csv,german_binary_test_5.csv,0,750,3,0.08,10800,0.2367594733813917,0.8827365836882921,0.7493333333333333,0.3470403086607778,0.07682675060073785,0.17352015433038892,0.038413375300368924,0.764,0.1372879451746994,0.1986293674867992,0.06864397258734967,0.09931468374339958,0.764,0.1372879451746994,0.1986293674867992,0.06864397258734967,0.09931468374339958,"Any[Any[(1, :purpose, ""Any[1, 4, 5, 6, 7, 8, 10]""), (2, :month_duration, 2.9999999999999982), (3, :purpose, ""Any[2, 4, 5, 6, 8, 9, 10]""), (4, :credit_history, ""Any[1, 2]""), (5, :chek_acc, ""Any[3, 4]""), (6, :purpose, ""Any[10]""), (7, :credit_history, ""Any[3, 4, 5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
