Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.74,10800,0.06097555660326668,0.7316976905782663,0.7659259259259259,0.3852405648728138,0.00015715857300008934,0.19262028243640694,7.85792865000759e-5,0.7544092295451532,0.4003642966787216,0.01679600268648746,0.20018214833936082,0.008398001343243706,0.7633333333333333,0.3829729911766687,0.025931164545025948,0.19148649558833436,0.01296558227251296,"Any[Any[(1, :education, ""Any[1, 5]""), (2, :occupation, ""Any[1, 3, 5, 6, 8, 9, 10, 11, 13, 14]""), (3, :workclass, ""Any[4]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0)]]",
