Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.2,10800,0.18706096680962703,0.7414708725212635,0.7770370370370371,0.37957532861476234,0.04345298281092007,0.1897876643073812,0.021726491405460055,0.7843787296114574,0.4003642966787216,0.06633425263412976,0.20018214833936082,0.03316712631706489,0.7686318131256952,0.38167216144377636,0.033048517550964523,0.19083608072188818,0.016524258775482276,"Any[Any[(1, :capital, 1.0), (2, :occupation, ""Any[1, 3, 5, 6, 7, 8, 13, 14]""), (3, :education, ""Any[5]"")], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
