Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,3,0.78,10800,0.055249872385840726,1.0,0.7492592592592593,0.42364629598105813,0.00011142233708351032,0.2118231479905291,5.5711168541760364e-5,0.7480440259912479,0.4003642966787216,0.005689447512792472,0.20018214833936082,0.002844723756396255,0.7488888888888889,0.42304176235813507,6.689112354793395e-5,0.21152088117906753,3.3445561773952446e-5,"Any[Any[(1, :education, ""Any[1, 2]""), (2, :workclass, ""Any[4]""), (3, :workclass, ""Any[1]""), (4, :occupation, ""Any[14]""), (5, :race, ""Any[1]""), (6, :occupation, ""Any[13]""), (7, :occupation, ""Any[2, 3, 9, 10]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
