Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.26,10800,0.20153581662583903,0.8966221035313406,0.7346666666666667,0.28925882246212464,0.019958269073754836,0.14462941123106232,0.009979134536877377,0.768,0.32965578111209176,0.04986760812003532,0.16482789055604585,0.02493380406001766,0.768,0.32965578111209176,0.04986760812003532,0.16482789055604585,0.02493380406001766,"Any[Any[(1, :month_duration, 3.0000000000000053), (2, :credit_history, ""Any[3, 4, 5]""), (3, :chek_acc, ""Any[3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
