Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.44,10800,0.1426528412798168,0.9034203299599042,0.7453333333333333,0.24934901679087723,8.979078746526592e-5,0.12467450839543859,4.489539373264684e-5,0.684,0.4619963369963369,0.022893772893772868,0.23099816849816845,0.011446886446886406,0.684,0.4619963369963369,0.022893772893772868,0.23099816849816845,0.011446886446886406,"Any[Any[(1, :purpose, ""Any[2, 5, 6, 8, 9]""), (2, :credit_history, ""Any[2, 5]""), (3, :job, ""Any[1, 3]""), (4, :p_status, ""Any[1]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :credit_history, ""Any[3, 4, 5]""), (7, :month_duration, 2.0)], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
