Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.32,10800,0.1584583877995472,1.0,0.7670370370370371,0.3958333333333333,0.00013616557734211915,0.19791666666666669,6.808278867102141e-5,0.7622331255801618,0.4003642966787216,0.009238371192638407,0.20018214833936082,0.0046191855963191655,0.7622222222222222,0.39460784313725483,0.005310457516339857,0.19730392156862744,0.002655228758169932,"Any[Any[(1, :relationship, ""Any[4]""), (2, :marital_status, ""Any[2]""), (3, :workclass, ""Any[1, 2, 4]""), (4, :occupation, ""Any[9, 10, 11, 12]""), (5, :marital_status, ""Any[]""), (6, :education, ""Any[5]""), (7, :relationship, ""Any[4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
