Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.8,10800,0.05576962109528481,0.8990327535551567,0.7213333333333334,0.28925882246212464,4.53597024403507e-5,0.14462941123106232,2.267985122017535e-5,0.748,0.32965578111209176,0.030008826125331012,0.16482789055604585,0.015004413062665534,0.748,0.32965578111209176,0.030008826125331012,0.16482789055604585,0.015004413062665534,"Any[Any[(1, :month_duration, 3.0), (2, :p_status, ""Any[2]""), (3, :chek_acc, ""Any[3, 4]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, 0.0)]]",
