Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.18,10800,0.2063882503739931,0.9027050812416978,0.7493333333333333,0.25508800880088006,0.004675467546754658,0.12754400440044,0.002337733773377315,0.744,0.43265132139812446,0.14066496163682857,0.21632566069906223,0.07033248081841426,0.744,0.43265132139812446,0.14066496163682857,0.21632566069906223,0.07033248081841426,"Any[Any[(1, :purpose, ""Any[3, 4, 8, 10]""), (2, :credit_history, ""Any[1, 2, 4]""), (3, :chek_acc, ""Any[1]""), (4, :saving_amo, ""Any[1]""), (5, :Housing, ""Any[1, 2, 3]""), (6, :credit_history, ""Any[1, 2, 3, 4]""), (7, :guatan, ""Any[1, 2, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
