Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.62,10800,0.09745142659646217,0.8977981668359089,0.744,0.2749277082061267,0.0002764945104318933,0.1374638541030634,0.00013824725521593972,0.704,0.3714495335918666,0.00586940572267064,0.1857247667959333,0.0029347028613353476,0.704,0.3714495335918666,0.00586940572267064,0.1857247667959333,0.0029347028613353476,"Any[Any[(1, :saving_amo, ""Any[1, 2, 4]""), (2, :guatan, ""Any[2]""), (3, :chek_acc, ""Any[1]""), (4, :credit_history, ""Any[1, 2, 3]""), (5, :credit_history, ""Any[3, 4, 5]""), (6, :property, ""Any[1, 2]""), (7, :purpose, ""Any[]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
