Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.84,10800,0.04246627278441207,0.9073055026109189,0.736,0.24934901679087723,0.0002693723623956451,0.12467450839543859,0.0001346861811978295,0.72,0.4619963369963369,0.12179487179487179,0.23099816849816845,0.0608974358974359,0.72,0.4619963369963369,0.12179487179487179,0.23099816849816845,0.0608974358974359,"Any[Any[(1, :p_status, ""Any[1, 3]""), (2, :purpose, ""Any[1, 3, 4, 7, 8, 10]""), (3, :chek_acc, ""Any[1]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :p_status, ""Any[]""), (6, :purpose, ""Any[2, 3, 4, 5, 10]""), (7, :credit_history, ""Any[1, 2]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, 1.0)]]",
