Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.88,10800,0.02586173637771008,0.7080352625504638,0.7848148148148149,0.3852405648728138,4.490244942864652e-5,0.19262028243640694,2.245122471430938e-5,0.7675374618750829,0.4003642966787216,0.035749540416469786,0.20018214833936082,0.017874770208234872,0.7833333333333333,0.3829729911766687,0.0007408904155721541,0.19148649558833436,0.0003704452077860909,"Any[Any[(1, :relationship, ""Any[6]""), (2, :occupation, ""Any[1, 3, 4, 6, 8, 12]""), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
