Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,3,0.34,10800,0.1481257386810433,1.0,0.7762962962962963,0.37957532861476234,0.0014155712841253318,0.1897876643073812,0.0007077856420626902,0.7707200636520355,0.4003642966787216,0.031906451180634184,0.20018214833936082,0.015953225590317095,0.7730812013348165,0.38167216144377636,0.013495476790745996,0.19083608072188818,0.0067477383953729805,"Any[Any[(1, :capital, 1.0000000000000306), (2, :occupation, ""Any[4, 10, 11, 12, 13]""), (3, :occupation, ""Any[10, 13, 14]""), (4, :capital, 0.0), (5, :age_group, 0.0), (6, :capital, 2.0), (7, :native_country, ""Any[]"")], Any[(1, 0.0), (2, 1.0), (3, 0.0), (4, 0.0), (5, -0.0), (6, 1.0), (7, 0.0), (8, -0.0)]]",
