Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,3,0.0,10800,0.17814814814814828,1.0,0.8218518518518518,0.3852405648728138,0.3099616084057386,0.19262028243640694,0.15498080420286928,0.811696061530301,0.4003642966787216,0.29524640979203787,0.20018214833936082,0.147623204896019,0.8077777777777778,0.3829729911766687,0.32228733077389377,0.19148649558833436,0.16114366538694685,"Any[Any[(1, :relationship, ""Any[2, 3]""), (2, :occupation, ""Any[14]""), (3, :marital_status, ""Any[1, 3, 4, 5]""), (4, :workclass, ""Any[1, 3]""), (5, :education, ""Any[2, 3, 6]""), (6, :age_group, 3.999999999999995), (7, :occupation, ""Any[4, 10, 13]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
