Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.92,10800,0.019812854030452243,1.0,0.7570370370370371,0.3958333333333333,0.00040849673202614234,0.19791666666666669,0.00020424836601307117,0.7557353136188835,0.4003642966787216,0.026313133055750962,0.20018214833936082,0.013156566527875516,0.7511111111111111,0.39460784313725483,0.02001633986928101,0.19730392156862744,0.010008169934640522,"Any[Any[(1, :relationship, ""Any[3, 4, 6]""), (2, :workclass, ""Any[2, 3, 4]""), (3, :workclass, ""Any[1, 2, 4]""), (4, :native_country, ""Any[]""), (5, :workclass, ""Any[]""), (6, :education, ""Any[1, 2, 3, 4, 6]""), (7, :occupation, ""Any[9, 11]"")], Any[(1, -0.0), (2, -0.0), (3, 0.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
