Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_1.csv,german_binary_test_1.csv,0,750,3,0.44,10800,0.14458315887297174,0.8984842077746589,0.7426666666666667,0.2749277082061267,0.0010829368325249444,0.1374638541030634,0.0005414684162624583,0.716,0.3714495335918666,0.06938476050728437,0.1857247667959333,0.034692380253642185,0.716,0.3714495335918666,0.06938476050728437,0.1857247667959333,0.034692380253642185,"Any[Any[(1, :installment, ""Any[2, 3]""), (2, :existing_cards, 2.0), (3, :purpose, ""Any[1]""), (4, :credit_history, ""Any[1, 2]""), (5, :credit_history, ""Any[5]""), (6, :saving_amo, ""Any[1, 5]""), (7, :Housing, ""Any[2, 3]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
