Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.94,10800,0.01620926292628185,0.9093538714637798,0.732,0.25508800880088006,0.00013751375137519006,0.12754400440044,6.875687568763666e-5,0.74,0.43265132139812446,0.05711849957374247,0.21632566069906223,0.028559249786871188,0.74,0.43265132139812446,0.05711849957374247,0.21632566069906223,0.028559249786871188,"Any[Any[(1, :credit_history, ""Any[1, 2, 4]""), (2, :saving_amo, ""Any[3, 4]""), (3, :purpose, ""Any[1, 6, 7, 8]""), (4, :property, ""Any[4]""), (5, :chek_acc, ""Any[1]""), (6, :chek_acc, ""Any[1]""), (7, :purpose, ""Any[2, 3, 4, 5, 6, 9, 10]"")], Any[(1, -0.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
