Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_1.csv,limited-adult-2_test_1.csv,0,2700,2,0.52,10800,0.11137061134684006,0.7288076277863974,0.7681481481481481,0.3852405648728138,0.00015715857300019342,0.19262028243640694,7.857928650006896e-5,0.7589179153958361,0.4003642966787216,0.007882288842330915,0.20018214833936082,0.003941144421165471,0.7744444444444445,0.3829729911766687,0.041153094901326834,0.19148649558833436,0.020576547450663438,"Any[Any[(1, :relationship, ""Any[5]""), (2, :occupation, ""Any[1, 3, 4, 5, 7, 8, 9, 11, 12, 14]""), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, 1.0), (3, 1.0), (4, -0.0)]]",
