Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.48,10800,0.13628937293729276,0.9065664979968802,0.7386666666666667,0.25508800880088006,0.0008250825082509183,0.12754400440044,0.0004125412541254869,0.676,0.43265132139812446,0.0008525149190110604,0.21632566069906223,0.0004262574595055302,0.676,0.43265132139812446,0.0008525149190110604,0.21632566069906223,0.0004262574595055302,"Any[Any[(1, :purpose, ""Any[3, 9, 10]""), (2, :no_people, 0.9999999999999947), (3, :purpose, ""Any[1, 5, 6, 7, 8, 9]""), (4, :Housing, ""Any[2]""), (5, :saving_amo, ""Any[5]""), (6, :chek_acc, ""Any[1]""), (7, :credit_history, ""Any[1, 3, 4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, 1.0), (8, -0.0)]]",
