Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_2.csv,german_binary_test_2.csv,0,750,3,0.56,10800,0.12412409240923965,0.9131923764145291,0.72,0.25508800880088006,0.001650165016501684,0.12754400440044,0.0008250825082508628,0.704,0.43265132139812446,0.06479113384484232,0.21632566069906223,0.03239556692242118,0.704,0.43265132139812446,0.06479113384484232,0.21632566069906223,0.03239556692242118,"Any[Any[(1, :present_resident, -1.0), (2, :credit_history, ""Any[]""), (3, :chek_acc, ""Any[1]""), (4, :guatan, ""Any[3]""), (5, :chek_acc, ""Any[1]""), (6, :month_duration, 3.0000000000000053), (7, :guatan, ""Any[1, 3]"")], Any[(1, -0.0), (2, 0.0), (3, 0.0), (4, 0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
