Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_2.csv,limited-adult-2_test_2.csv,0,2700,2,0.64,10800,0.08981542477182881,0.7185610111950594,0.7525925925925926,0.42364629598105813,0.0011699345393769572,0.2118231479905291,0.0005849672696884717,0.7556027052115104,0.4003642966787216,0.00970409320217576,0.20018214833936082,0.004852046601087914,0.7444444444444445,0.42304176235813507,0.01482753238645236,0.21152088117906753,0.0074137661932261595,"Any[Any[(1, :education, ""Any[1, 5]""), (2, :occupation, ""Any[10, 14]""), (3, :age_group, 0.0)], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0)]]",
