Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,2,0.36,10800,0.15916688453157135,0.7453406627099394,0.7770370370370371,0.3958333333333333,0.045751633986928136,0.19791666666666669,0.022875816993464054,0.7749635326879725,0.4003642966787216,0.04218732071026625,0.20018214833936082,0.02109366035513309,0.7733333333333333,0.39460784313725483,0.0416666666666667,0.19730392156862744,0.02083333333333333,"Any[Any[(1, :relationship, ""Any[4]""), (2, :workclass, ""Any[2]""), (3, :education, ""Any[5]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
