Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.24,10800,0.20771030379215777,0.9099811070303431,0.7306666666666667,0.24934901679087723,0.012570710245128874,0.12467450839543859,0.006285355122564451,0.712,0.4619963369963369,0.12637362637362637,0.23099816849816845,0.06318681318681318,0.712,0.4619963369963369,0.12637362637362637,0.23099816849816845,0.06318681318681318,"Any[Any[(1, :existing_cards, 1.9999999999999947), (2, :p_status, ""Any[2, 3]""), (3, :purpose, ""Any[1, 4, 7, 8]""), (4, :credit_history, ""Any[3, 4, 5]""), (5, :chek_acc, ""Any[2, 3, 4]""), (6, :p_status, ""Any[3]""), (7, :credit_history, ""Any[4, 5]"")], Any[(1, 1.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
