Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.32,10800,0.17355752318807918,1.0,0.7451851851851852,0.38817714806054604,0.0008857784828370974,0.19408857403027302,0.0004428892414185437,0.7509614109534545,0.4003642966787216,0.0037283438061941508,0.20018214833936082,0.0018641719030970836,0.7455555555555555,0.3847409384288505,0.0032414910858995323,0.19237046921442524,0.0016207455429497568,"Any[Any[(1, :relationship, ""Any[3, 5, 6]""), (2, :workclass, ""Any[4]""), (3, :occupation, ""Any[]""), (4, :native_country, ""Any[1]""), (5, :age_group, 3.9999999999999982), (6, :native_country, ""Any[1]""), (7, :occupation, ""Any[]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, 0.0), (5, -0.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
