Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_3.csv,german_binary_test_3.csv,0,750,3,0.7,10800,0.07723142677559092,0.9044335809248162,0.7426666666666667,0.24934901679087723,4.489539373252194e-5,0.12467450839543859,2.2447696866212397e-5,0.736,0.4619963369963369,0.00778388278388277,0.23099816849816845,0.003891941391941378,0.736,0.4619963369963369,0.00778388278388277,0.23099816849816845,0.003891941391941378,"Any[Any[(1, :installment, ""Any[3]""), (2, :credit_history, ""Any[3, 4, 5]""), (3, :Housing, ""Any[2]""), (4, :no_people, -2.0), (5, :chek_acc, ""Any[3, 4]""), (6, :purpose, ""Any[1, 3, 6, 7, 8]""), (7, :telephn, ""Any[1]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, 1.0), (7, -0.0), (8, 1.0)]]",
