Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.34,10800,0.17396146965435338,0.8931833193184117,0.7373333333333333,0.28925882246212464,0.0017690283951737051,0.14462941123106232,0.0008845141975868387,0.7,0.32965578111209176,0.06575463371579868,0.16482789055604585,0.0328773168578993,0.7,0.32965578111209176,0.06575463371579868,0.16482789055604585,0.0328773168578993,"Any[Any[(1, :credit_history, ""Any[3, 4]""), (2, :present_employmment, ""Any[3, 4, 5]""), (3, :installment, ""Any[1, 2]""), (4, :p_status, ""Any[1, 4]""), (5, :chek_acc, ""Any[1]""), (6, :Credit_amo, 2.9999999999999956), (7, :credit_history, ""Any[5]"")], Any[(1, 1.0), (2, 1.0), (3, -0.0), (4, 1.0), (5, 1.0), (6, 0.0), (7, 1.0), (8, -0.0)]]",
