Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,2,0.24,10800,0.20453911518340084,0.895387054576756,0.7333333333333333,0.28925882246212464,0.007801868819740543,0.14462941123106232,0.0039009344098702714,0.696,0.32965578111209176,0.07855251544571935,0.16482789055604585,0.0392762577228597,0.696,0.32965578111209176,0.07855251544571935,0.16482789055604585,0.0392762577228597,"Any[Any[(1, :purpose, ""Any[1, 2, 3, 4, 5, 8]""), (2, :credit_history, ""Any[1, 2]""), (3, :Housing, ""Any[2]"")], Any[(1, 0.0), (2, 1.0), (3, 1.0), (4, 0.0)]]",
