Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_5.csv,limited-adult-2_test_5.csv,0,2700,2,0.82,10800,0.0432274351196132,0.7482811693504128,0.7662962962962963,0.37957532861476234,0.0014155712841253248,0.1897876643073812,0.0007077856420626832,0.763559209653892,0.4003642966787216,0.03999977532363416,0.20018214833936082,0.019999887661817123,0.7619577308120133,0.38167216144377636,0.015343547154313922,0.19083608072188818,0.00767177357715694,"Any[Any[(1, :relationship, ""Any[2, 3]""), (2, :occupation, ""Any[8, 11, 12]""), (3, :occupation, ""Any[9, 10]"")], Any[(1, -0.0), (2, -0.0), (3, 1.0), (4, -0.0)]]",
