Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,german_binary_train_4.csv,german_binary_test_4.csv,0,750,3,0.5,10800,0.13105222413740958,0.89258280211714,0.7386666666666667,0.28925882246212464,0.0007711149414859689,0.14462941123106232,0.00038555747074298097,0.708,0.32965578111209176,0.16504854368932037,0.16482789055604585,0.08252427184466016,0.708,0.32965578111209176,0.16504854368932037,0.16482789055604585,0.08252427184466016,"Any[Any[(1, :credit_history, ""Any[3, 4, 5]""), (2, :present_employmment, ""Any[1, 3, 4, 5]""), (3, :purpose, ""Any[1, 2, 3, 5, 7, 9]""), (4, :existing_cards, 0.0), (5, :purpose, ""Any[1, 2, 3, 4, 5, 6, 8, 9]""), (6, :job, ""Any[2]""), (7, :Housing, ""Any[2]"")], Any[(1, 1.0), (2, 1.0), (3, 1.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
