Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_4.csv,limited-adult-2_test_4.csv,0,2700,3,0.58,10800,0.09426906318079734,1.0,0.7759259259259259,0.3958333333333333,0.0002723311546841273,0.19791666666666669,0.00013616557734204282,0.7766874419838218,0.4003642966787216,0.01301373655251764,0.20018214833936082,0.006506868276258848,0.7677777777777778,0.39460784313725483,0.010620915032679715,0.19730392156862744,0.005310457516339864,"Any[Any[(1, :relationship, ""Any[6]""), (2, :workclass, ""Any[4]""), (3, :marital_status, ""Any[5]""), (4, :native_country, ""Any[]""), (5, :education, ""Any[2, 5]""), (6, :native_country, ""Any[]""), (7, :education, ""Any[5]"")], Any[(1, 0.0), (2, -0.0), (3, 1.0), (4, -0.0), (5, -0.0), (6, -0.0), (7, 1.0), (8, -0.0)]]",
