Approach,train_file_name,test_file_name,kamiran_version,N_train,depth,lambda,time_limit,obj_val,gap,train_acc,train_data_didi,train_pred_didi,train_data_sp,train_pred_sp,test_acc,test_data_didi,test_pred_didi,test_data_sp,test_pred_sp,calibration_acc,calibration_data_didi,calibration_pred_didi,calibration_data_sp,calibration_pred_sp,tree
MIP_DIDI,limited-adult-2_train_3.csv,limited-adult-2_test_3.csv,0,2700,3,0.68,10800,0.07908235860578271,1.0,0.7548148148148148,0.38817714806054604,0.0009163225684521228,0.19408857403027302,0.00045816128422607877,0.7654157273571145,0.4003642966787216,0.002892547725673371,0.20018214833936082,0.001446273862836682,0.7577777777777778,0.3847409384288505,0.02657335448511259,0.19237046921442524,0.013286677242556312,"Any[Any[(1, :relationship, ""Any[5, 6]""), (2, :workclass, ""Any[1]""), (3, :workclass, ""Any[1, 4]""), (4, :relationship, ""Any[6]""), (5, :occupation, ""Any[4, 6, 7, 14]""), (6, :education, ""Any[5]""), (7, :occupation, ""Any[3, 4]"")], Any[(1, 1.0), (2, -0.0), (3, -0.0), (4, -0.0), (5, 1.0), (6, -0.0), (7, -0.0), (8, -0.0)]]",
